,word,label
2077,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 978 1799 3 1 4]",1
2078,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 15 842 844 7 80 30 15 4 1 6]",0
2079,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 4 462 589 795 22]",0
2080,"[0 0 0 0 0 0 0 0 0 0 34 218 114 61 37 5 20 208 4 159 349 202 103 1359 27 8
 3 5 20 1376 36 1 233 138 1 1156 9 305 182 25 49 15 5 20 344 18 20 1692 4
 349]",1
2081,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 31 50 7 33 1855]",1
2082,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31
 327 7 91 15 4 56 2480 16 493 68 38 37 14 1935]",0
2083,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 36 98 3 5 119 78 36 4]",1
2084,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 173 44 52 3222 944 569 2832 17 1190 8 3 13]",1
2085,"[0 0 0 0 0 0 0 0 0 0 0 322 10 264 1518 338 36 3715 315 127 46 10 29 98 739
 116 10 28 237 6 102 186 1590 431 840 739 7 424 1 481 1 258 1292 704 24 10
 1518 174 1856 59]",1
2086,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 4031 4 2721 1015 2086 87 317 2252]",0
2087,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 701 878 373 270 102 3183 23 18 185 310 1 4]",1
2088,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 39 751 268 255 36 268 167 44 685 6]",0
2089,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 643 680 85 8 3 1 2043 12 57 274 992 535 303]",1
2090,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 907 2515 118 814 8 4]",0
2091,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 393 670 7 43 944 2128 210]",1
2092,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 61 37 2 3 5 119 830 241 350 830]",1
2093,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 35 183 301 515 56]",1
2094,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 126 35 2245 23 9 51 77 974 3 10 902 12 4 6
 394 13 3113 3529 574 15 5 80 3 40 141 24 451 7 726 1 1016 558 8 4 7 6]",1
2095,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 27 22 16 9 6 17 31 41 22]",1
2096,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1369 3088 8 4 6]",1
2097,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 313 512 498
 114 632 717 4032 1243 13 240 8 35 1506 742 183 346 2516 11 32]",0
2098,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 94 56 94 16 46 10 18 2]",1
2099,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 2833 17 643 24 239 35 16 27 8 3 5 22]",1
2100,"[0 3290 4 126 77 578 1914 51 26 195 790 897 288 89 1223 4 398 630 41 844 1
 899 95 36 2 321 4 93 3 8 14 1 306 9 41 169 7 6 41 176 844 1 899 140 4033
 2 765 2 54 6]",1
2101,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 82
 114 12 495 4 226 40 2834 84 3892 298 9 3291 133 5 20]",1
2102,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 77 3 79 63 125 3 5 43 3767 186 560 29 18 6]",1
2103,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 106 610 268 2186]",0
2104,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 674 2320 63 255]",1
2105,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2835 255 4034 374 1 298
 2517 856 340 1836 581 1659 14 1 186 13 1946 116 88 40 68 515 1 56 10 564
 13]",0
2106,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 74 393 494 7 68 84
 1925 120 3082 9 141 1067 128 9 98 2740 275 1160 1339 14 13 290 608 5 6]",0
2107,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1457 3 1 172 956 1 4]",0
2108,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 539 653 653 247 160 3 41 22 247 1148 9 13]",0
2109,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1100 247 160 737 34 1149 245 60]",1
2110,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 224 2
 722 78 108 2077 325 408 856 57 46 710 1191 371 293 7]",1
2111,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 178 86 854 797 8 50 167 57 248 1147 27 6]",1
2112,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1931 2458 81 205 3 8 14 40]",1
2113,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 96 70 153]",1
2114,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 44 752]",0
2115,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 10 434 18 21 242 249 2419 112 8 845 30 181]",0
2116,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 290 82 1735]",1
2117,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1]",0
2118,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 444 110 1326 6 3249 135 6]",0
2119,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 4035 788 4]",0
2120,"[68 3292 9 250 2 427 177 19 1 2481 474 137 10 318 30 100 12 7 1985 2428
 197 509 1618 1 530 516 376 1 3231 2 4036 2 3231 1 197 1623 197 3705 1 588
 474 2 1723 4037 357 842 53 1125 42 13]",0
2121,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 548 238 1 410 1256 1907 1 2452 1 1346 149 456]",0
2122,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 286 1288 42 74 421 204 3173
 218 114 18 286 35 42 74 6 1283 723 640 3 10 105 78 5 592 2518 1262 96
 1763]",0
2123,"[10 92 486 18 1209 34 7 351 748 31 3 1 58 87 255 1598 134 10 1308 255 1598
 861 9 15 5 2 6 16 31 30 623 146 146 1265 479 5 20 732 1 57 855 57 1 1330
 14 11 32 211 54 20]",1
2124,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 47 491 2962 1076 31 182 30 15 5 2 829 671 1
 2 1570 213 9 4 31 1450 5 339 1 68 171 269 209 311 31 50 1 4 95 36 28]",1
2125,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 155 22 165 135 13]",0
2126,"[0 0 0 0 0 0 3293 68 4 62 1152 1 1079 1551 8 182 587 511 86 88 25 24 3 478
 86 48 293 8 1193 73 10 29 9 12 11 46 1 99 175 350 15 6 35 4 62 180 2 3 4
 6]",1
2127,"[0 0 0 0 0 0 0 228 1247 186 182 56 99 9 465 1 4 285 315 34 130 628 2 36 3
 10 23 1 531 929 1846 929 163 2227 200 88 11 32 79 1809 14 11 32 79 180 2
 54 180 8 127]",1
2128,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 3294 28 3861 3639]",0
2129,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 4 1564 1181 13]",0
2130,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34 9
 143 2 65 9 31 1238 20 126 77 92 3 10 29 12 92]",1
2131,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 46 244 18 1128 966 2085]",1
2132,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1326 1326 2246 194 479 10 3 60]",0
2133,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 31 3 5 22]",0
2134,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 23 6 17 672 6 276]",1
2135,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1051 1 210]",1
2136,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 61 37
 2 3 5 21 239 56 145 993 16 9 1857 4038 1615 290]",1
2137,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 17 27 22 538 257 322 10 149 3 1 8 111 33]",1
2138,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 103 30 27 8 3 5 6 35 1397
 3295 27 2 527 6 630 86 44 52 19 7 6 302 8 3 24 15 27 82]",1
2139,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 101 724 9 589
 1086 11 21 198 9 246 11 2 287 1 326 18 1151 290 62 312 13]",0
2140,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 355 905 3 5]",1
2141,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 36 5 43 39 55 110 27 8 3 13 9 35]",1
2142,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 302 2 85 20 1159 1505 15 20]",1
2143,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2836 140 36
 2489 2 3 10 247 160 938 208 4 1631 397 318 13 2253 3068 2045 8 13]",0
2144,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 296 12 810 1 1346 258 1154 1227 3 10 29
 12 49 15 5 738 1409 64 2427 66 74 9 399 982 107 52 19 7 1042 742 107 437
 1183]",1
2145,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 1487 160 4 657 335 525 3 60 7 6]",0
2146,"[0 0 0 0 0 4 126 2 164 95 76 54 6 57 570 256 191 19 2 1565 80 72 10 29 9
 12 200 693 463 253 305 4020 6 594 438 2837 1320 10 36 8 14 40 1723 1480 2
 12 729 990 1480 729]",1
2147,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 63 758 1176 2254]",1
2148,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2402
 1347 769 137 474 10 391 10 3724 469 199 205 3 8 14 40]",1
2149,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 164 362 29 410 322 649 1 39 1025 180 8 149 14 13]",1
2150,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1667 137 118 2519 10 3194 42 13 225]",0
2151,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 224 1 101
 1 2499 1324 293 34 109 2240 1596 288 505 52 19 1 4 7]",1
2152,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 53 155 2 162 69]",0
2153,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 37 2 73 30 77 1129 49 3 5 20 4
 572 46 396 167 75 59 20 303 2223 337 358 3 349 4 7 303 37 5 55]",0
2154,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 925 935 139
 15 2 345 406 957 628 2 925 935 121 879 28 436 720 87 13]",1
2155,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 61 98
 62 931 7 21 163 52 19 7 160 99 175 4039 160 1410]",1
2156,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 215 377 52 12 149
 3 41 1 1343 12 185 131 62 667 3 41 22 1291 259 49 149 28]",1
2157,"[1697 665 71 68 266 12 8 1703 97 1 39 26 6 57 418 17 683 2 1445 757 6 42
 13 165 80 493 4 268 11 10 3021 3 5 24 11 165 25 2 3 5 91 165 135 7 58 247
 160 1 143 58]",0
2158,"[22 439 1175 1090 11 94 460 1928 1242 751 14 348 4 199 14 11 37 431 2 141
 14 28 1108 4 344 8 485 11 25 41 1 703 84 68 84 319 28 17 127 199 3090 8
 1108 3297 11 37 508 49 792 28]",1
2159,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1662 24 143 2 87 13 12 4 28 4
 960 132 11 32 24 169 67 76 34 19 332 52 9 12 2 100 9 12 33]",1
2160,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 645 183 733]",1
2161,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 557 1 130 100 986 241 155 52]",0
2162,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1970 215 2116 69]",1
2163,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 335 3 79 115 63 4 10 58]",1
2164,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 601 27 8 3
 5 43 4 2255 1239 1 1 143 8 42 13 1201 1609 16 13]",1
2165,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 2256 627 232 627 48 1278 8 42 5]",0
2166,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1873 3 2 5 21 61 27 8 3 5 20 162
 102 104 9 12 549 4 57 377 72 8 323 30 177 19 1 31 3 5 20]",1
2167,"[784 21 8 68 786 6 68 225 212 10 25 10 66 5 181 48 1320 48 1320 546 232
 248 1 397 1057 1092 6 3298 40 803 42 1 4 81 1526 63 6 397 34 139 67 259 8
 18 58 23 362 606 268 414]",1
2168,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 208 4 1049
 1 838 832 700 7 85 8 31 3 5 4 121 137 1 574 4041]",1
2169,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 105
 75 79 3273 299 3299 3300 7 43 105 112 6 608 359 229 2]",1
2170,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 723 1267 35 183 3
 5 611 1337 613 188 69 358 37 15 1267 35 138 1 2184 3 5 21]",0
2171,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37 983 2338 13 66 10 29 12 113 673 511 311
 651 5 33 48 137 1 1083 9 15 1083 2338 13 169 983 2338 13 928 66 10 29 18
 871 120]",1
2172,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 736 2839 378 3 2 555 3993 4 26 2749 36 76]",0
2173,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 190 4 55 908 6 526 8 15 20]",0
2174,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 56 53 15 195 170 17 1040 19 6]",0
2175,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 235 1 132 7 17 1705 12 49 4042 255]",1
2176,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 83 17
 784 158 49 328 11 32 5 6 397 137 1 204 4 3 60]",0
2177,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 44 4 857 3301 238 36 8 40]",1
2178,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 267 1765 66 2 3 5 185
 48 99 30 3 10 29 12 7 682 124 66 457 12 645 16 318 7 6]",1
2179,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3967 199 92 35 42 314 2394 3 24 219
 1 4 740 48 421 336 11 556 1 140 1095 1046 92 589 421 336 2 301 265 1 4]",1
2180,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36 55 31 50 7 117 685
 71 111 6 117 3302 1 35 135 13 210 2309 285 7 1 368 1412 89]",1
2181,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 3303 447 2257 375 23 320 38 53 15 5 682 124]",1
2182,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 493 36 98 3 24 219 5 21 99 9 63 2520 18 4]",1
2183,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 103 38 27 20 200]",1
2184,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 4 495 1409 1276 14 7]",1
2185,"[116 6 17 197 116 6 6 14 1 194 197 46 3304 2 197 252 42 2 225 34 17 1749 6
 4043 1858 1 298 1547 12 1854 186 456 2 964 44 814 4 6 1433 227 443 49 149
 3 59 749 31 36 444 6]",0
2186,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 670 2 3 2 54 2840 634]",1
2187,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 3 21 207 8 50 1 164]",1
2188,"[798 1575 9 3137 1050 2258 1758 59 11 1901 15 2165 6 277 11 641 4 261 128
 5 6 3065 1022 153 363 944 569 3750 670 6 279 62 2732 1031 1724 1822 6 899
 2162 551 643 55 944 569 2479 1 105 2841 8 15]",0
2189,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 3 38 690 30 540 273]",1
2190,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 234
 1233 1 1389 10 4044 4045 2 3 1 8 1787 469 6 1787]",1
2191,"[220 1594 16 103 35 4046 123 186 1853 696 2047 14 157 865 7 6 120 400 173
 186 588 3305 1 4 6 45 48 7 185 48 31 432 10 29 12 7 211 242 191 1142 7
 211 1738 7 211 48 1020 381 3 40]",1
2192,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 121 257 3 3
 10 3797 1 250 531 125 71 85 8 3 5 20 3 10 502 10]",1
2193,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 192 2 22]",1
2194,"[361 1 140 520 8 356 139 978 15 20 912 168 19 71 373 270 37 6 11 97 1 58
 222 3306 168 12 21 1593 18 20 280 42 38 15 39 26 42 166 14 8 880 2 200
 494 7 20 759 19 1 4]",1
2195,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 224 2 52 19 6]",1
2196,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 495 64 623 48 99 175]",1
2197,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 45 115 63 4 164 93 149 42 10 92]",1
2198,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2008 9
 1226 14 2 774 14 105 177 2 309 163 71 305 264 1713 33]",1
2199,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 230 68 84 273 52 535 14 2 152 168 19 28]",1
2200,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 93 3 79 52]",1
2201,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 346 16 67 1 2843 695 577 201 242 55 31 577 59 6]",0
